variable_code,jotform_qid,task,set,question_type,item_type,question_label_en,question_label_zh,valid_values,correct_answer,data_type,scale_level,termination_stage,termination_type,termination_field,termination_threshold,is_practice,is_scored,notes
MF_26,622,MF,4,math-fluency,addition,3+9,3+9,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 12
MF_27,623,MF,4,math-fluency,addition,3+7,3+7,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 10
MF_28,624,MF,4,math-fluency,addition,5+5,5+5,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 10
MF_29,625,MF,4,math-fluency,addition,6+9,6+9,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 15
MF_30,626,MF,4,math-fluency,addition,2+8,2+8,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 10
MF_31,627,MF,4,math-fluency,addition,8+3,8+3,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 11
MF_32,628,MF,4,math-fluency,addition,6+6,6+6,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 12
MF_33,629,MF,4,math-fluency,addition,8+6,8+6,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 14
MF_34,630,MF,4,math-fluency,addition,4+8,4+8,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 12
MF_35,631,MF,4,math-fluency,addition,6+7,6+7,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 13
MF_36,632,MF,4,math-fluency,addition,7+4,7+4,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 11
MF_37,633,MF,4,math-fluency,addition,4+9,4+9,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 13
MF_38,634,MF,4,math-fluency,addition,9+5,9+5,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 14
MF_39,635,MF,4,math-fluency,addition,8+7,8+7,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 15
MF_40,636,MF,4,math-fluency,addition,8+5,8+5,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 13
MF_41,637,MF,4,math-fluency,addition,6+4,6+4,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 10
MF_42,638,MF,4,math-fluency,addition,9+4,9+4,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 13
MF_43,639,MF,4,math-fluency,addition,7+7,7+7,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 14
MF_44,640,MF,4,math-fluency,addition,5+6,5+6,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 11
MF_45,641,MF,4,math-fluency,addition,7+8,7+8,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 15
MF_46,642,MF,4,math-fluency,addition,9+3,9+3,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 12
MF_47,643,MF,4,math-fluency,addition,8+5,8+5,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 13
MF_48,644,MF,4,math-fluency,addition,8+8,8+8,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 16
MF Time Used,594,MF,4,duration,metadata,Time used (seconds),使用時間(秒),numeric,,numeric,ratio,,timeout,,0,FALSE,FALSE,Elapsed time in seconds (max 60)
Score,595,MF,4,score,score,Total score,總分,"0-48",,numeric,ratio,,,,0,FALSE,FALSE,Count of correct answers within time limit
MF_Date,645,MF,4,datetime,metadata,Test date,測試日期,datetime,,datetime,interval,,,,0,FALSE,FALSE,Timestamp of test completion
MF_Com,646,MF,4,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
